signal,entry,sl,tp,rr,setup,open_ts,mode,score,h1_trend,outcome,exit_price,exit_ts,pnl_pct,pnl_usdt,balance,held_min
SELL,66933.6,67469.0688,65996.5336,1.75,bearish_pinbar,2026-02-05T15:30:00+00:00,DOWNTREND,4,DOWNTREND,SL,67469.0688,2026-02-05T15:35:00+00:00,-4.0,-3.99,9965.24,5.0
SELL,67651.6,68192.8128,66704.4816,1.75,bearish_pinbar,2026-02-05T15:50:00+00:00,DOWNTREND,3,DOWNTREND,SL,68192.8128,2026-02-05T16:25:00+00:00,-4.0,-3.99,9961.26,35.0
SELL,66213.8,66684.2345,65508.1483,1.5,bearish_pinbar,2026-02-05T18:00:00+00:00,DOWNTREND,3,DOWNTREND,TP,65508.1483,2026-02-05T18:20:00+00:00,5.329,5.31,9966.57,20.0
SELL,66116.9,66645.8352,65191.2669,1.75,bearish_pinbar,2026-02-05T19:05:00+00:00,DOWNTREND,3,DOWNTREND,TP,65191.2669,2026-02-05T19:50:00+00:00,7.0,6.98,9973.54,45.0
SELL,65237.4,65573.7935,64732.8098,1.5,bearish_pinbar,2026-02-05T19:55:00+00:00,DOWNTREND,4,DOWNTREND,SL,65573.7935,2026-02-05T20:05:00+00:00,-2.578,-2.57,9970.97,10.0
SELL,65021.1,65541.2688,64110.8011,1.75,bearish_engulfing,2026-02-05T20:10:00+00:00,DOWNTREND,4,DOWNTREND,TP,64110.8011,2026-02-05T20:15:00+00:00,7.0,6.98,9977.95,5.0
SELL,63640.6,64149.7248,62749.6306,1.75,bearish_pinbar,2026-02-05T20:40:00+00:00,DOWNTREND,6,DOWNTREND,TP,62749.6306,2026-02-05T20:50:00+00:00,7.0,6.98,9984.94,10.0
SELL,63490.0,63997.92,62296.79,2.35,bearish_engulfing,2026-02-05T21:30:00+00:00,DOWNTREND,3,DOWNTREND,SL,63997.92,2026-02-05T21:40:00+00:00,-4.0,-3.99,9980.94,10.0
SELL,63634.2,64143.2736,62856.0217,1.53,bearish_pinbar,2026-02-05T21:45:00+00:00,DOWNTREND,3,DOWNTREND,TP,62856.0217,2026-02-05T22:05:00+00:00,6.114,6.1,9987.04,20.0
SELL,63920.1,64431.4608,62857.6496,2.08,bearish_engulfing,2026-02-05T23:30:00+00:00,DOWNTREND,4,DOWNTREND,TP,62857.6496,2026-02-05T23:50:00+00:00,8.311,8.3,9995.34,20.0
SELL,60003.9,60483.9312,59163.8439,1.75,bearish_pinbar,2026-02-06T00:15:00+00:00,DOWNTREND,4,DOWNTREND,SL,60483.9312,2026-02-06T00:20:00+00:00,-4.0,-4.0,9991.35,5.0
SELL,64846.0,65321.615,64132.5775,1.5,bearish_pinbar,2026-02-06T08:20:00+00:00,DOWNTREND,3,DOWNTREND,SL,65321.615,2026-02-06T09:15:00+00:00,-3.667,-3.66,9987.68,55.0
SELL,66330.1,66563.9253,65979.3621,1.5,bearish_pinbar,2026-02-06T12:45:00+00:00,VOLATILE_RANGE,3,DOWNTREND,SL,66563.9253,2026-02-06T12:55:00+00:00,-1.763,-1.76,9985.92,10.0
SELL,69066.1,69505.6653,68406.7521,1.5,bearish_engulfing,2026-02-07T13:30:00+00:00,VOLATILE_RANGE,3,DOWNTREND,TP,68406.7521,2026-02-07T14:35:00+00:00,4.773,4.77,9990.69,65.0
SELL,69286.9,69841.1952,68366.0241,1.66,bearish_pinbar,2026-02-07T16:15:00+00:00,VOLATILE_RANGE,3,DOWNTREND,SL,69841.1952,2026-02-08T08:00:00+00:00,-4.0,-4.0,9986.69,945.0
SELL,70712.1,71073.4802,70170.0296,1.5,bearish_engulfing,2026-02-08T12:40:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,SL,71073.4802,2026-02-08T12:45:00+00:00,-2.555,-2.55,9984.14,5.0
SELL,71045.6,71442.214,70450.679,1.5,bearish_engulfing,2026-02-08T13:00:00+00:00,VOLATILE_RANGE,4,VOLATILE_RANGE,SL,71442.214,2026-02-08T13:25:00+00:00,-2.791,-2.79,9981.35,25.0
SELL,70550.0,70853.875,70094.1875,1.5,bearish_engulfing,2026-02-08T17:10:00+00:00,VOLATILE_RANGE,4,VOLATILE_RANGE,SL,70853.875,2026-02-08T18:00:00+00:00,-2.154,-2.15,9979.2,50.0
SELL,69832.2,70166.1805,69331.2292,1.5,bearish_pinbar,2026-02-09T08:55:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,TP,69331.2292,2026-02-09T10:05:00+00:00,3.587,3.58,9982.78,70.0
BUY,68872.8,68595.818,69288.273,1.5,bullish_engulfing,2026-02-09T11:35:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,SL,68595.818,2026-02-09T13:55:00+00:00,-2.011,-2.01,9980.78,140.0
SELL,68490.9,68930.6272,67831.3091,1.5,bearish_engulfing,2026-02-09T14:05:00+00:00,VOLATILE_RANGE,5,VOLATILE_RANGE,SL,68930.6272,2026-02-09T14:25:00+00:00,-3.21,-3.2,9977.57,20.0
BUY,69309.9,68755.4208,70798.7901,2.69,bullish_engulfing,2026-02-09T14:35:00+00:00,VOLATILE_RANGE,4,VOLATILE_RANGE,TP,70798.7901,2026-02-09T17:40:00+00:00,10.741,10.72,9988.29,185.0
BUY,70379.9,70030.4502,70904.0746,1.5,bullish_engulfing,2026-02-09T18:55:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,TP,70904.0746,2026-02-09T19:40:00+00:00,3.724,3.72,9992.01,45.0
SELL,70334.2,70565.7355,69986.8967,1.5,bearish_pinbar,2026-02-09T22:55:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,TP,69986.8967,2026-02-10T00:05:00+00:00,2.469,2.47,9994.48,70.0
BUY,69936.2,69618.4595,70412.8108,1.5,bullish_engulfing,2026-02-10T01:00:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,TP,70412.8108,2026-02-10T01:25:00+00:00,3.407,3.41,9997.88,25.0
SELL,69175.0,69426.7375,68797.3937,1.5,bearish_pinbar,2026-02-10T06:30:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,TP,68797.3937,2026-02-10T06:45:00+00:00,2.729,2.73,10000.61,15.0
BUY,68906.1,68652.7348,69286.1479,1.5,bullish_pinbar,2026-02-10T07:35:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,TP,69286.1479,2026-02-10T09:00:00+00:00,2.758,2.76,10003.37,85.0
BUY,69281.7,69025.7958,69665.5564,1.5,bullish_pinbar,2026-02-10T09:05:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,SL,69025.7958,2026-02-10T09:45:00+00:00,-1.847,-1.85,10001.52,40.0
BUY,68663.3,68234.7418,69306.1374,1.5,bullish_pinbar,2026-02-10T11:45:00+00:00,VOLATILE_RANGE,6,VOLATILE_RANGE,TP,69306.1374,2026-02-10T14:15:00+00:00,4.681,4.68,10006.2,150.0
BUY,69642.0,69084.864,70921.6575,2.3,bullish_engulfing,2026-02-10T16:10:00+00:00,VOLATILE_RANGE,5,VOLATILE_RANGE,SL,69084.864,2026-02-10T18:25:00+00:00,-4.0,-4.0,10002.2,135.0
SELL,69113.1,69415.0828,68660.1259,1.5,bearish_engulfing,2026-02-11T01:05:00+00:00,VOLATILE_RANGE,4,VOLATILE_RANGE,TP,68660.1259,2026-02-11T02:45:00+00:00,3.277,3.28,10005.48,100.0
BUY,67160.1,66882.0997,67577.1004,1.5,bullish_engulfing,2026-02-11T07:50:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,SL,66882.0997,2026-02-11T08:05:00+00:00,-2.07,-2.07,10003.41,15.0
SELL,66962.0,67214.005,66583.9925,1.5,bearish_pinbar,2026-02-11T08:20:00+00:00,DOWNTREND,3,DOWNTREND,TP,66583.9925,2026-02-11T10:35:00+00:00,2.823,2.82,10006.23,135.0
SELL,66636.5,66861.5912,66298.8631,1.5,bearish_pinbar,2026-02-11T11:10:00+00:00,DOWNTREND,4,DOWNTREND,SL,66861.5912,2026-02-11T11:20:00+00:00,-1.689,-1.69,10004.54,10.0
SELL,67974.3,68235.7358,67582.1464,1.5,bearish_pinbar,2026-02-11T14:25:00+00:00,DOWNTREND,4,DOWNTREND,TP,67582.1464,2026-02-11T14:35:00+00:00,2.885,2.89,10007.43,10.0
SELL,66141.2,66670.3296,65303.0705,1.58,bearish_pinbar,2026-02-11T15:20:00+00:00,DOWNTREND,4,DOWNTREND,SL,66670.3296,2026-02-11T15:40:00+00:00,-4.0,-4.0,10003.42,20.0
SELL,67646.2,67869.1155,67311.8267,1.5,bearish_engulfing,2026-02-11T21:15:00+00:00,VOLATILE_RANGE,3,DOWNTREND,SL,67869.1155,2026-02-11T21:20:00+00:00,-1.648,-1.65,10001.77,5.0
SELL,66863.5,67227.1588,66318.0119,1.5,bearish_engulfing,2026-02-11T23:30:00+00:00,VOLATILE_RANGE,4,DOWNTREND,SL,67227.1588,2026-02-12T00:05:00+00:00,-2.719,-2.72,9999.05,35.0
SELL,67909.4,68246.5735,67403.6397,1.5,bearish_engulfing,2026-02-12T11:05:00+00:00,VOLATILE_RANGE,4,DOWNTREND,SL,68246.5735,2026-02-12T11:30:00+00:00,-2.483,-2.48,9996.57,25.0
SELL,68031.8,68311.6795,67611.9807,1.5,bearish_engulfing,2026-02-12T11:55:00+00:00,VOLATILE_RANGE,3,DOWNTREND,SL,68311.6795,2026-02-12T13:55:00+00:00,-2.057,-2.06,9994.52,120.0
SELL,65559.4,65834.8985,65146.1522,1.5,bearish_engulfing,2026-02-12T18:55:00+00:00,DOWNTREND,3,DOWNTREND,SL,65834.8985,2026-02-12T19:20:00+00:00,-2.101,-2.1,9992.42,25.0
SELL,66409.1,66616.0228,66098.7159,1.5,bearish_pinbar,2026-02-13T04:35:00+00:00,VOLATILE_RANGE,4,DOWNTREND,TP,66098.7159,2026-02-13T06:20:00+00:00,2.337,2.34,9994.75,105.0
SELL,66631.0,66864.1775,66281.2337,1.5,bearish_engulfing,2026-02-13T09:00:00+00:00,DOWNTREND,3,DOWNTREND,SL,66864.1775,2026-02-13T09:30:00+00:00,-1.75,-1.75,9993.0,30.0
SELL,68933.5,69313.3338,68363.7494,1.5,bearish_engulfing,2026-02-13T16:15:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,SL,69313.3338,2026-02-13T16:30:00+00:00,-2.755,-2.75,9990.25,15.0
SELL,68920.8,69350.002,68276.997,1.5,bearish_engulfing,2026-02-13T16:55:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,SL,69350.002,2026-02-13T18:45:00+00:00,-3.114,-3.11,9987.14,110.0
SELL,69086.7,69347.2168,68695.9249,1.5,bearish_engulfing,2026-02-13T18:55:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,TP,68695.9249,2026-02-13T20:15:00+00:00,2.828,2.82,9989.96,80.0
BUY,68795.4,68560.5115,69147.7327,1.5,bullish_pinbar,2026-02-13T20:45:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,TP,69147.7327,2026-02-14T07:40:00+00:00,2.561,2.56,9992.52,655.0
SELL,69212.3,69356.4246,68900.565,2.16,setup_E_bb_mean_reversion,2026-02-14T07:45:00+00:00,SIDEWAY,4,SIDEWAY,SL,69356.4246,2026-02-14T08:00:00+00:00,-1.041,-1.04,9991.48,15.0
SELL,69524.8,69713.9496,69040.325,2.56,setup_E_bb_mean_reversion,2026-02-14T08:10:00+00:00,SIDEWAY,4,SIDEWAY,SL,69713.9496,2026-02-14T08:45:00+00:00,-1.36,-1.36,9990.12,35.0
BUY,70642.5,70382.5938,71032.3594,1.5,bullish_pinbar,2026-02-15T07:25:00+00:00,UPTREND,4,UPTREND,SL,70382.5938,2026-02-15T08:30:00+00:00,-1.84,-1.84,9988.28,65.0
SELL,68925.7,69072.8514,68628.955,2.02,setup_E_bb_mean_reversion,2026-02-16T09:00:00+00:00,SIDEWAY,3,SIDEWAY,TP,68628.955,2026-02-16T11:10:00+00:00,2.153,2.15,9990.43,130.0
SELL,69467.4,69725.8348,68741.16,2.81,setup_E_bb_mean_reversion,2026-02-16T12:25:00+00:00,SIDEWAY,4,SIDEWAY,SL,69725.8348,2026-02-16T12:50:00+00:00,-1.86,-1.86,9988.58,25.0
BUY,67933.4,67692.6665,68294.5002,1.5,bullish_pinbar,2026-02-16T17:50:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,TP,68294.5002,2026-02-16T20:50:00+00:00,2.658,2.65,9991.23,180.0
SELL,68600.7,68870.4017,68196.1474,1.5,bearish_pinbar,2026-02-16T23:30:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,SL,68870.4017,2026-02-16T23:45:00+00:00,-1.966,-1.96,9989.27,15.0
BUY,69035.1,68764.0122,69441.7316,1.5,bullish_pinbar,2026-02-17T02:30:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,SL,68764.0122,2026-02-17T03:00:00+00:00,-1.963,-1.96,9987.31,30.0
BUY,67757.2,67604.4856,67994.735,1.56,setup_E_bb_mean_reversion,2026-02-17T10:40:00+00:00,SIDEWAY,3,SIDEWAY,TP,67994.735,2026-02-17T12:05:00+00:00,1.753,1.75,9989.06,85.0
BUY,67438.9,67204.5027,67790.4959,1.5,bullish_pinbar,2026-02-17T23:10:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,SL,67204.5027,2026-02-18T01:00:00+00:00,-1.738,-1.74,9987.32,110.0
BUY,67085.5,66916.929,67429.5,2.04,setup_E_bb_mean_reversion,2026-02-18T01:05:00+00:00,SIDEWAY,4,SIDEWAY,SL,66916.929,2026-02-18T01:30:00+00:00,-1.256,-1.25,9986.06,25.0
SELL,68139.0,68326.478,67821.91,1.69,setup_E_bb_mean_reversion,2026-02-18T07:45:00+00:00,SIDEWAY,4,SIDEWAY,SL,68326.478,2026-02-18T08:15:00+00:00,-1.376,-1.37,9984.69,30.0
BUY,67136.1,66967.0278,67963.19,4.89,setup_E_bb_mean_reversion,2026-02-18T11:05:00+00:00,SIDEWAY,4,SIDEWAY,SL,66967.0278,2026-02-18T14:35:00+00:00,-1.259,-1.26,9983.43,210.0
BUY,67103.5,66869.4413,67454.5881,1.5,bullish_pinbar,2026-02-18T17:25:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,SL,66869.4413,2026-02-18T18:15:00+00:00,-1.744,-1.74,9981.69,50.0
BUY,66798.3,66433.8043,67345.0436,1.5,bullish_pinbar,2026-02-18T18:20:00+00:00,VOLATILE_RANGE,5,VOLATILE_RANGE,SL,66433.8043,2026-02-18T18:40:00+00:00,-2.728,-2.72,9978.97,20.0
BUY,66203.0,65959.4925,66568.2613,1.5,bullish_pinbar,2026-02-18T20:15:00+00:00,VOLATILE_RANGE,3,VOLATILE_RANGE,TP,66568.2613,2026-02-19T00:05:00+00:00,2.759,2.75,9981.72,230.0
